event_name,participant_id,task,time,treatment
attempts,8f318ce2f7,7,1634783117,Ghc
complete,8f318ce2f7,7,1634783118,Ghc
start,8f318ce2f7,8,1634783118,Chameleon
attempts,8f318ce2f7,8,1634783136,Chameleon
complete,8f318ce2f7,8,1634783137,Chameleon
start,314c3d2c34,1,1635285198,Chameleon
attempts,314c3d2c34,1,1635285248,Chameleon
complete,314c3d2c34,1,1635285249,Chameleon
attempts,314c3d2c34,2,1635285276,Ghc
attempts,314c3d2c34,2,1635285262,Ghc
start,314c3d2c34,2,1635285249,Ghc
attempts,314c3d2c34,2,1635285282,Ghc
complete,314c3d2c34,2,1635285283,Ghc
start,314c3d2c34,3,1635285283,Chameleon
attempts,314c3d2c34,3,1635285301,Chameleon
complete,314c3d2c34,3,1635285302,Chameleon
start,314c3d2c34,4,1635285302,Ghc
attempts,314c3d2c34,4,1635285346,Ghc
complete,314c3d2c34,4,1635285347,Ghc
start,314c3d2c34,5,1635285347,Chameleon
attempts,314c3d2c34,5,1635285413,Chameleon
complete,314c3d2c34,5,1635285414,Chameleon
attempts,314c3d2c34,6,1635285472,Ghc
start,314c3d2c34,6,1635285414,Ghc
attempts,314c3d2c34,6,1635285484,Ghc
complete,314c3d2c34,6,1635285485,Ghc
start,314c3d2c34,7,1635285485,Chameleon
attempts,314c3d2c34,7,1635285509,Chameleon
complete,314c3d2c34,7,1635285510,Chameleon
start,314c3d2c34,8,1635285510,Ghc
attempts,314c3d2c34,8,1635285570,Ghc
skip,314c3d2c34,8,1635285571,Ghc
attempts,f79134d224,1,1634619750,Ghc
start,f79134d224,1,1634619746,Ghc
attempts,f79134d224,1,1634619771,Ghc
complete,f79134d224,1,1634619772,Ghc
start,f79134d224,2,1634619772,Chameleon
attempts,f79134d224,2,1634619818,Chameleon
complete,f79134d224,2,1634619819,Chameleon
start,f79134d224,3,1634619819,Ghc
attempts,f79134d224,3,1634619853,Ghc
complete,f79134d224,3,1634619854,Ghc
start,f79134d224,4,1634619854,Chameleon
attempts,f79134d224,4,1634619898,Chameleon
complete,f79134d224,4,1634619899,Chameleon
start,f79134d224,5,1634619899,Ghc
attempts,f79134d224,5,1634619944,Ghc
complete,f79134d224,5,1634619945,Ghc
start,f79134d224,6,1634619945,Chameleon
attempts,f79134d224,6,1634619950,Chameleon
complete,f79134d224,6,1634619951,Chameleon
start,f79134d224,7,1634619951,Ghc
attempts,f79134d224,7,1634619979,Ghc
complete,f79134d224,7,1634619980,Ghc
start,f79134d224,8,1634619980,Chameleon
attempts,f79134d224,8,1634620041,Chameleon
complete,f79134d224,8,1634620042,Chameleon
start,888ca508cb,1,1634599563,Chameleon
attempts,888ca508cb,1,1634599587,Chameleon
complete,888ca508cb,1,1634599588,Chameleon
start,888ca508cb,2,1634599588,Ghc
attempts,888ca508cb,2,1634599633,Ghc
complete,888ca508cb,2,1634599634,Ghc
start,888ca508cb,3,1634599634,Chameleon
attempts,888ca508cb,3,1634599652,Chameleon
complete,888ca508cb,3,1634599653,Chameleon
start,888ca508cb,4,1634599653,Ghc
attempts,888ca508cb,4,1634599654,Ghc
complete,888ca508cb,4,1634599655,Ghc
start,888ca508cb,5,1634599655,Chameleon
attempts,888ca508cb,5,1634599733,Chameleon
complete,888ca508cb,5,1634599734,Chameleon
start,888ca508cb,6,1634599734,Ghc
attempts,888ca508cb,6,1634599802,Ghc
complete,888ca508cb,6,1634599803,Ghc
start,888ca508cb,7,1634599803,Chameleon
attempts,888ca508cb,7,1634599857,Chameleon
complete,888ca508cb,7,1634599858,Chameleon
start,888ca508cb,8,1634599858,Ghc
attempts,888ca508cb,8,1634599911,Ghc
complete,888ca508cb,8,1634599912,Ghc
attempts,f9fcc72662,1,1634638100,Ghc
start,f9fcc72662,1,1634638097,Ghc
attempts,f9fcc72662,1,1634638123,Ghc
complete,f9fcc72662,1,1634638124,Ghc
start,f9fcc72662,2,1634638124,Chameleon
attempts,f9fcc72662,2,1634638171,Chameleon
complete,f9fcc72662,2,1634638172,Chameleon
start,f9fcc72662,3,1634638172,Ghc
attempts,f9fcc72662,3,1634638194,Ghc
complete,f9fcc72662,3,1634638195,Ghc
start,f9fcc72662,4,1634638195,Chameleon
attempts,f9fcc72662,4,1634638197,Chameleon
complete,f9fcc72662,4,1634638198,Chameleon
start,f9fcc72662,5,1634638198,Ghc
attempts,f9fcc72662,5,1634638260,Ghc
complete,f9fcc72662,5,1634638261,Ghc
start,f9fcc72662,6,1634638261,Chameleon
attempts,f9fcc72662,6,1634638323,Chameleon
complete,f9fcc72662,6,1634638324,Chameleon
start,f9fcc72662,7,1634638324,Ghc
attempts,f9fcc72662,7,1634638340,Ghc
complete,f9fcc72662,7,1634638341,Ghc
start,f9fcc72662,8,1634638341,Chameleon
attempts,f9fcc72662,8,1634638390,Chameleon
complete,f9fcc72662,8,1634638391,Chameleon
start,543eea37ea,1,1634564928,Chameleon
attempts,543eea37ea,1,1634564952,Chameleon
complete,543eea37ea,1,1634564953,Chameleon
start,543eea37ea,2,1634564953,Ghc
attempts,543eea37ea,2,1634564972,Ghc
complete,543eea37ea,2,1634564973,Ghc
start,543eea37ea,3,1634564973,Chameleon
attempts,543eea37ea,3,1634565003,Chameleon
complete,543eea37ea,3,1634565004,Chameleon
start,543eea37ea,4,1634565004,Ghc
attempts,543eea37ea,4,1634565043,Ghc
skip,543eea37ea,4,1634565044,Ghc
start,543eea37ea,5,1634565044,Chameleon
attempts,543eea37ea,5,1634565119,Chameleon
complete,543eea37ea,5,1634565120,Chameleon
start,543eea37ea,6,1634565120,Ghc
attempts,543eea37ea,6,1634565152,Ghc
complete,543eea37ea,6,1634565153,Ghc
start,543eea37ea,7,1634565153,Chameleon
attempts,543eea37ea,7,1634565178,Chameleon
complete,543eea37ea,7,1634565179,Chameleon
start,543eea37ea,8,1634565179,Ghc
attempts,543eea37ea,8,1634565186,Ghc
complete,543eea37ea,8,1634565187,Ghc
start,f3eb2cd1b1,1,1635064351,Ghc
attempts,f3eb2cd1b1,1,1635064383,Ghc
complete,f3eb2cd1b1,1,1635064384,Ghc
start,f3eb2cd1b1,2,1635064384,Chameleon
attempts,f3eb2cd1b1,2,1635064402,Chameleon
complete,f3eb2cd1b1,2,1635064403,Chameleon
start,f3eb2cd1b1,3,1635064403,Ghc
attempts,f3eb2cd1b1,3,1635064431,Ghc
complete,f3eb2cd1b1,3,1635064432,Ghc
start,f3eb2cd1b1,4,1635064432,Chameleon
attempts,f3eb2cd1b1,4,1635064471,Chameleon
complete,f3eb2cd1b1,4,1635064472,Chameleon
start,f3eb2cd1b1,5,1635064472,Ghc
attempts,f3eb2cd1b1,5,1635064550,Ghc
complete,f3eb2cd1b1,5,1635064551,Ghc
start,f3eb2cd1b1,6,1635064551,Chameleon
attempts,f3eb2cd1b1,6,1635064554,Chameleon
complete,f3eb2cd1b1,6,1635064555,Chameleon
attempts,f3eb2cd1b1,7,1635064584,Ghc
start,f3eb2cd1b1,7,1635064555,Ghc
attempts,f3eb2cd1b1,7,1635064588,Ghc
complete,f3eb2cd1b1,7,1635064589,Ghc
start,f3eb2cd1b1,8,1635064589,Chameleon
attempts,f3eb2cd1b1,8,1635064595,Chameleon
complete,f3eb2cd1b1,8,1635064596,Chameleon
start,840f86c4da,1,1635037847,Ghc
attempts,840f86c4da,1,1635037879,Ghc
complete,840f86c4da,1,1635037880,Ghc
start,840f86c4da,2,1635037880,Chameleon
attempts,840f86c4da,2,1635037903,Chameleon
complete,840f86c4da,2,1635037904,Chameleon
start,840f86c4da,3,1635037904,Ghc
attempts,840f86c4da,3,1635037909,Ghc
skip,840f86c4da,3,1635037910,Ghc
start,840f86c4da,4,1635037910,Chameleon
attempts,840f86c4da,4,1635037955,Chameleon
complete,840f86c4da,4,1635037956,Chameleon
attempts,840f86c4da,5,1635037981,Ghc
start,840f86c4da,5,1635037956,Ghc
attempts,840f86c4da,5,1635037982,Ghc
complete,840f86c4da,5,1635037983,Ghc
start,840f86c4da,6,1635037983,Chameleon
attempts,840f86c4da,6,1635038011,Chameleon
complete,840f86c4da,6,1635038012,Chameleon
start,840f86c4da,7,1635038012,Ghc
attempts,840f86c4da,7,1635038072,Ghc
complete,840f86c4da,7,1635038073,Ghc
start,840f86c4da,8,1635038073,Chameleon
attempts,840f86c4da,8,1635038123,Chameleon
skip,840f86c4da,8,1635038124,Chameleon
start,5ad98fa9f3,1,1635097525,Ghc
attempts,5ad98fa9f3,1,1635097531,Ghc
complete,5ad98fa9f3,1,1635097532,Ghc
start,5ad98fa9f3,2,1635097532,Chameleon
attempts,5ad98fa9f3,2,1635097588,Chameleon
complete,5ad98fa9f3,2,1635097589,Chameleon
start,5ad98fa9f3,3,1635097589,Ghc
attempts,5ad98fa9f3,3,1635097646,Ghc
complete,5ad98fa9f3,3,1635097647,Ghc
start,5ad98fa9f3,4,1635097647,Chameleon
attempts,5ad98fa9f3,4,1635097713,Chameleon
complete,5ad98fa9f3,4,1635097714,Chameleon
start,5ad98fa9f3,5,1635097714,Ghc
attempts,5ad98fa9f3,5,1635097799,Ghc
complete,5ad98fa9f3,5,1635097800,Ghc
start,5ad98fa9f3,6,1635097800,Chameleon
attempts,5ad98fa9f3,6,1635097848,Chameleon
complete,5ad98fa9f3,6,1635097849,Chameleon
attempts,5ad98fa9f3,7,1635097853,Ghc
start,5ad98fa9f3,7,1635097849,Ghc
attempts,5ad98fa9f3,7,1635097886,Ghc
complete,5ad98fa9f3,7,1635097887,Ghc
attempts,5ad98fa9f3,8,1635097902,Chameleon
start,5ad98fa9f3,8,1635097887,Chameleon
attempts,5ad98fa9f3,8,1635097942,Chameleon
complete,5ad98fa9f3,8,1635097943,Chameleon
start,e7966c82ee,1,1635099575,Ghc
attempts,e7966c82ee,1,1635099588,Ghc
complete,e7966c82ee,1,1635099589,Ghc
attempts,e7966c82ee,2,1635099594,Chameleon
start,e7966c82ee,2,1635099589,Chameleon
attempts,e7966c82ee,2,1635099630,Chameleon
complete,e7966c82ee,2,1635099631,Chameleon
attempts,e7966c82ee,3,1635099635,Ghc
start,e7966c82ee,3,1635099631,Ghc
attempts,e7966c82ee,3,1635099637,Ghc
complete,e7966c82ee,3,1635099638,Ghc
start,e7966c82ee,4,1635099638,Chameleon
attempts,e7966c82ee,4,1635099678,Chameleon
complete,e7966c82ee,4,1635099679,Chameleon
start,e7966c82ee,5,1635099679,Ghc
attempts,e7966c82ee,5,1635099767,Ghc
complete,e7966c82ee,5,1635099768,Ghc
attempts,e7966c82ee,6,1635099812,Chameleon
start,e7966c82ee,6,1635099768,Chameleon
attempts,e7966c82ee,6,1635099831,Chameleon
complete,e7966c82ee,6,1635099832,Chameleon
start,e7966c82ee,7,1635099832,Ghc
attempts,e7966c82ee,7,1635099890,Ghc
complete,e7966c82ee,7,1635099891,Ghc
start,e7966c82ee,8,1635099891,Chameleon
attempts,e7966c82ee,8,1635099948,Chameleon
complete,e7966c82ee,8,1635099949,Chameleon
start,05449fd75c,1,1634809671,Chameleon
attempts,05449fd75c,1,1634809724,Chameleon
complete,05449fd75c,1,1634809725,Chameleon
start,05449fd75c,2,1634809725,Ghc
attempts,05449fd75c,2,1634809731,Ghc
complete,05449fd75c,2,1634809732,Ghc
start,05449fd75c,3,1634809732,Chameleon
attempts,05449fd75c,3,1634809736,Chameleon
complete,05449fd75c,3,1634809737,Chameleon
start,05449fd75c,4,1634809737,Ghc
attempts,05449fd75c,4,1634809766,Ghc
complete,05449fd75c,4,1634809767,Ghc
start,05449fd75c,5,1634809767,Chameleon
attempts,05449fd75c,5,1634809801,Chameleon
complete,05449fd75c,5,1634809802,Chameleon
start,05449fd75c,6,1634809802,Ghc
attempts,05449fd75c,6,1634809848,Ghc
complete,05449fd75c,6,1634809849,Ghc
start,05449fd75c,7,1634809849,Chameleon
attempts,05449fd75c,7,1634809884,Chameleon
complete,05449fd75c,7,1634809885,Chameleon
start,05449fd75c,8,1634809885,Ghc
attempts,05449fd75c,8,1634809956,Ghc
complete,05449fd75c,8,1634809957,Ghc
start,53e3f63a47,1,1634530559,Ghc
attempts,53e3f63a47,1,1634530597,Ghc
complete,53e3f63a47,1,1634530598,Ghc
start,53e3f63a47,2,1634530598,Chameleon
attempts,53e3f63a47,2,1634530651,Chameleon
complete,53e3f63a47,2,1634530652,Chameleon
start,53e3f63a47,3,1634530652,Ghc
attempts,53e3f63a47,3,1634530673,Ghc
complete,53e3f63a47,3,1634530674,Ghc
start,53e3f63a47,4,1634530674,Chameleon
attempts,53e3f63a47,4,1634530680,Chameleon
complete,53e3f63a47,4,1634530681,Chameleon
start,53e3f63a47,5,1634530681,Ghc
attempts,53e3f63a47,5,1634530710,Ghc
complete,53e3f63a47,5,1634530711,Ghc
attempts,53e3f63a47,6,1634530754,Chameleon
start,53e3f63a47,6,1634530711,Chameleon
attempts,53e3f63a47,6,1634530768,Chameleon
complete,53e3f63a47,6,1634530769,Chameleon
start,53e3f63a47,7,1634530769,Ghc
attempts,53e3f63a47,7,1634530823,Ghc
complete,53e3f63a47,7,1634530824,Ghc
start,53e3f63a47,8,1634530824,Chameleon
attempts,53e3f63a47,8,1634530870,Chameleon
complete,53e3f63a47,8,1634530871,Chameleon
start,fce97dc10c,1,1634800779,Chameleon
attempts,fce97dc10c,1,1634800812,Chameleon
complete,fce97dc10c,1,1634800813,Chameleon
start,fce97dc10c,2,1634800813,Ghc
attempts,fce97dc10c,2,1634800845,Ghc
complete,fce97dc10c,2,1634800846,Ghc
start,fce97dc10c,3,1634800846,Chameleon
attempts,fce97dc10c,3,1634800847,Chameleon
complete,fce97dc10c,3,1634800848,Chameleon
start,fce97dc10c,4,1634800848,Ghc
attempts,fce97dc10c,4,1634800867,Ghc
complete,fce97dc10c,4,1634800868,Ghc
start,fce97dc10c,5,1634800868,Chameleon
attempts,fce97dc10c,5,1634800912,Chameleon
complete,fce97dc10c,5,1634800913,Chameleon
attempts,fce97dc10c,6,1634800937,Ghc
attempts,fce97dc10c,6,1634800963,Ghc
start,fce97dc10c,6,1634800913,Ghc
attempts,fce97dc10c,6,1634800975,Ghc
complete,fce97dc10c,6,1634800976,Ghc
start,fce97dc10c,7,1634800976,Chameleon
attempts,fce97dc10c,7,1634801010,Chameleon
complete,fce97dc10c,7,1634801011,Chameleon
start,fce97dc10c,8,1634801011,Ghc
attempts,fce97dc10c,8,1634801066,Ghc
complete,fce97dc10c,8,1634801067,Ghc
start,3c48d1dc41,1,1634703634,Chameleon
attempts,3c48d1dc41,1,1634703663,Chameleon
complete,3c48d1dc41,1,1634703664,Chameleon
attempts,3c48d1dc41,2,1634703677,Ghc
start,3c48d1dc41,2,1634703664,Ghc
attempts,3c48d1dc41,2,1634703699,Ghc
complete,3c48d1dc41,2,1634703700,Ghc
start,3c48d1dc41,3,1634703700,Chameleon
attempts,3c48d1dc41,3,1634703717,Chameleon
complete,3c48d1dc41,3,1634703718,Chameleon
start,3c48d1dc41,4,1634703718,Ghc
attempts,3c48d1dc41,4,1634703727,Ghc
complete,3c48d1dc41,4,1634703728,Ghc
start,3c48d1dc41,5,1634703728,Chameleon
attempts,3c48d1dc41,5,1634703787,Chameleon
complete,3c48d1dc41,5,1634703788,Chameleon
start,3c48d1dc41,6,1634703788,Ghc
attempts,3c48d1dc41,6,1634703795,Ghc
skip,3c48d1dc41,6,1634703796,Ghc
attempts,3c48d1dc41,7,1634703822,Chameleon
start,3c48d1dc41,7,1634703796,Chameleon
attempts,3c48d1dc41,7,1634703862,Chameleon
complete,3c48d1dc41,7,1634703863,Chameleon
attempts,3c48d1dc41,8,1634703927,Ghc
start,3c48d1dc41,8,1634703863,Ghc
attempts,3c48d1dc41,8,1634703929,Ghc
complete,3c48d1dc41,8,1634703930,Ghc
start,b83e670eab,1,1634559378,Ghc
attempts,b83e670eab,1,1634559379,Ghc
complete,b83e670eab,1,1634559380,Ghc
start,b83e670eab,2,1634559380,Chameleon
attempts,b83e670eab,2,1634559423,Chameleon
complete,b83e670eab,2,1634559424,Chameleon
start,b83e670eab,3,1634559424,Ghc
attempts,b83e670eab,3,1634559429,Ghc
complete,b83e670eab,3,1634559430,Ghc
start,b83e670eab,4,1634559430,Chameleon
attempts,b83e670eab,4,1634559461,Chameleon
complete,b83e670eab,4,1634559462,Chameleon
attempts,b83e670eab,5,1634559498,Ghc
start,b83e670eab,5,1634559462,Ghc
attempts,b83e670eab,5,1634559538,Ghc
complete,b83e670eab,5,1634559539,Ghc
start,b83e670eab,6,1634559539,Chameleon
attempts,b83e670eab,6,1634559596,Chameleon
complete,b83e670eab,6,1634559597,Chameleon
attempts,b83e670eab,7,1634559621,Ghc
start,b83e670eab,7,1634559597,Ghc
attempts,b83e670eab,7,1634559623,Ghc
complete,b83e670eab,7,1634559624,Ghc
start,b83e670eab,8,1634559624,Chameleon
attempts,b83e670eab,8,1634559638,Chameleon
complete,b83e670eab,8,1634559639,Chameleon
start,cd3184d814,1,1634595547,Ghc
attempts,cd3184d814,1,1634595569,Ghc
complete,cd3184d814,1,1634595570,Ghc
start,cd3184d814,2,1634595570,Chameleon
attempts,cd3184d814,2,1634595608,Chameleon
complete,cd3184d814,2,1634595609,Chameleon
start,cd3184d814,3,1634595609,Ghc
attempts,cd3184d814,3,1634595654,Ghc
complete,cd3184d814,3,1634595655,Ghc
start,cd3184d814,4,1634595655,Chameleon
attempts,cd3184d814,4,1634595669,Chameleon
complete,cd3184d814,4,1634595670,Chameleon
start,cd3184d814,5,1634595670,Ghc
attempts,cd3184d814,5,1634595695,Ghc
skip,cd3184d814,5,1634595696,Ghc
start,cd3184d814,6,1634595696,Chameleon
attempts,cd3184d814,6,1634595741,Chameleon
complete,cd3184d814,6,1634595742,Chameleon
start,cd3184d814,7,1634595742,Ghc
attempts,cd3184d814,7,1634595777,Ghc
complete,cd3184d814,7,1634595778,Ghc
start,cd3184d814,8,1634595778,Chameleon
attempts,cd3184d814,8,1634595832,Chameleon
complete,cd3184d814,8,1634595833,Chameleon
